,lat,lon,time
549,48.160239,17.130282,20250825140950
550,48.160283,17.130362,20250825140951
551,48.160368,17.130407,20250825140952
552,48.160444,17.130436,20250825140953
553,48.160506,17.130508,20250825140954
554,48.160573,17.130585,20250825140955
555,48.160653,17.130628,20250825140956
556,48.160705,17.130703,20250825140957
557,48.160744,17.13075,20250825140958
558,48.160813,17.130803,20250825140959
559,48.160822,17.130848,20250825141000
560,48.160894,17.130935,20250825141001
561,48.160959,17.131047,20250825141002
562,48.16103,17.1311,20250825141003
563,48.161085,17.131161,20250825141004
564,48.161154,17.131189,20250825141005
565,48.161195,17.131225,20250825141006
566,48.16125,17.131277,20250825141007
567,48.161304,17.131325,20250825141008
568,48.161387,17.131363,20250825141009
569,48.161509,17.131344,20250825141010
570,48.161544,17.131407,20250825141011
571,48.1616,17.131436,20250825141012
572,48.161631,17.131513,20250825141013
573,48.161671,17.13155,20250825141014
574,48.161696,17.131615,20250825141015
575,48.161766,17.131638,20250825141016
576,48.161837,17.131725,20250825141017
577,48.161921,17.131764,20250825141018
578,48.161997,17.131819,20250825141019
579,48.162032,17.131872,20250825141020
580,48.162076,17.131921,20250825141021
581,48.162109,17.132012,20250825141022
582,48.162143,17.132071,20250825141023
583,48.16219,17.132155,20250825141024
584,48.162235,17.132192,20250825141025
585,48.162307,17.132211,20250825141026
586,48.162368,17.132252,20250825141027
587,48.162433,17.132325,20250825141028
588,48.162487,17.132349,20250825141029
589,48.162551,17.132351,20250825141030
590,48.162605,17.132411,20250825141031
591,48.162664,17.132472,20250825141032
592,48.162708,17.132542,20250825141033
593,48.162818,17.132637,20250825141034
594,48.162849,17.132708,20250825141035
595,48.162886,17.132754,20250825141036
596,48.162959,17.132829,20250825141037
597,48.16301,17.132899,20250825141038
598,48.163064,17.132955,20250825141039
599,48.163126,17.133024,20250825141040
600,48.163193,17.133103,20250825141041
601,48.163263,17.13318,20250825141042
602,48.163308,17.133247,20250825141043
603,48.163354,17.133337,20250825141044
604,48.163412,17.133392,20250825141045
605,48.163456,17.133433,20250825141046
606,48.163508,17.133482,20250825141047
607,48.16355,17.133531,20250825141048
608,48.163592,17.13358,20250825141049
609,48.163715,17.133611,20250825141050
610,48.163751,17.133626,20250825141051
611,48.163754,17.133603,20250825141052
612,48.16375,17.133576,20250825141053
613,48.16377,17.133541,20250825141054
614,48.163779,17.133523,20250825141055
615,48.163788,17.13348,20250825141056
616,48.163818,17.133487,20250825141057
617,48.163846,17.133504,20250825141058
618,48.163854,17.133512,20250825141059
619,48.163898,17.13351,20250825141100
620,48.163916,17.133502,20250825141101
621,48.16394,17.133462,20250825141102
622,48.16396,17.133413,20250825141103
623,48.163979,17.133353,20250825141104
624,48.164007,17.13332,20250825141105
625,48.164027,17.133276,20250825141106
626,48.164057,17.133242,20250825141107
627,48.164081,17.133173,20250825141108
628,48.164111,17.133112,20250825141109
629,48.164146,17.133038,20250825141110
630,48.164174,17.132974,20250825141111
631,48.1642,17.132905,20250825141112
632,48.164237,17.132814,20250825141113
633,48.164266,17.13277,20250825141114
634,48.164256,17.1327,20250825141115
635,48.164257,17.132634,20250825141116
636,48.164176,17.132603,20250825141117
637,48.164143,17.132532,20250825141118
638,48.164117,17.13247,20250825141119
639,48.164036,17.132413,20250825141120
640,48.163994,17.132357,20250825141121
641,48.163917,17.132285,20250825141122
642,48.163827,17.132242,20250825141123
643,48.163767,17.132188,20250825141124
644,48.163704,17.132155,20250825141125
645,48.163656,17.132132,20250825141126
646,48.163652,17.132063,20250825141127
647,48.163678,17.132007,20250825141128
648,48.163703,17.131917,20250825141129
649,48.163735,17.131833,20250825141130
650,48.163768,17.131794,20250825141131
651,48.163784,17.13176,20250825141132
652,48.163845,17.131693,20250825141134
653,48.163872,17.131623,20250825141135
654,48.16388,17.131582,20250825141136
655,48.163917,17.131635,20250825141137
656,48.163965,17.131655,20250825141138
657,48.164014,17.131722,20250825141139
658,48.164056,17.131795,20250825141140
659,48.164099,17.131687,20250825141141
660,48.164117,17.131548,20250825141142
661,48.164128,17.131452,20250825141143
662,48.164157,17.131355,20250825141144
663,48.164182,17.131271,20250825141145
664,48.164217,17.131187,20250825141146
665,48.164244,17.131097,20250825141147
666,48.164278,17.131017,20250825141148
667,48.164321,17.130968,20250825141149
668,48.164373,17.130891,20250825141150
669,48.164378,17.130784,20250825141151
670,48.164402,17.130694,20250825141152
671,48.164427,17.130601,20250825141153
672,48.164452,17.130516,20250825141154
673,48.164492,17.13044,20250825141155
674,48.16452,17.130359,20250825141156
675,48.164565,17.13028,20250825141157
676,48.16459,17.130214,20250825141158
677,48.164623,17.130135,20250825141159
678,48.164649,17.130028,20250825141200
679,48.164676,17.129935,20250825141201
680,48.164701,17.129863,20250825141202
681,48.164723,17.129779,20250825141203
682,48.164755,17.129709,20250825141204
683,48.164798,17.129666,20250825141205
684,48.164837,17.129642,20250825141206
685,48.16487,17.129729,20250825141207
686,48.164913,17.129783,20250825141208
687,48.164958,17.129826,20250825141209
688,48.164936,17.129831,20250825141210
689,48.164941,17.129864,20250825141211
690,48.164972,17.129887,20250825141212
691,48.164989,17.129884,20250825141213
692,48.165012,17.129925,20250825141214
693,48.165022,17.129945,20250825141215
694,48.165061,17.130001,20250825141216
695,48.165113,17.130015,20250825141217
696,48.165146,17.130002,20250825141218
697,48.165232,17.129928,20250825141219
698,48.16528,17.12987,20250825141220
699,48.165314,17.129805,20250825141221
700,48.165348,17.129751,20250825141222
701,48.165394,17.129689,20250825141223
702,48.16543,17.129591,20250825141224
703,48.16547,17.129518,20250825141225
704,48.1656,17.129393,20250825141226
705,48.165655,17.129323,20250825141227
706,48.165689,17.129256,20250825141228
707,48.165722,17.129187,20250825141229
708,48.165751,17.129103,20250825141230
709,48.165787,17.129025,20250825141231
710,48.165825,17.12896,20250825141232
711,48.165857,17.128887,20250825141233
712,48.165887,17.12881,20250825141234
713,48.165928,17.128745,20250825141235
714,48.165967,17.128663,20250825141236
715,48.166021,17.128585,20250825141237
716,48.166057,17.128516,20250825141238
717,48.166092,17.128435,20250825141239
718,48.166143,17.128371,20250825141240
719,48.166191,17.128289,20250825141241
720,48.166223,17.128215,20250825141242
721,48.16626,17.128133,20250825141243
722,48.166295,17.128059,20250825141244
723,48.166325,17.127983,20250825141245
724,48.166364,17.127923,20250825141246
725,48.166395,17.127863,20250825141247
726,48.166437,17.127816,20250825141248
727,48.166485,17.127792,20250825141249
728,48.166541,17.127768,20250825141250
729,48.166582,17.127753,20250825141251
730,48.166627,17.127745,20250825141252
731,48.166632,17.127757,20250825141253
732,48.166648,17.127765,20250825141254
733,48.166664,17.127773,20250825141255
734,48.166699,17.127793,20250825141256
735,48.166742,17.127794,20250825141257
736,48.166761,17.127806,20250825141258
737,48.166796,17.127804,20250825141259
738,48.166821,17.127839,20250825141300
739,48.166856,17.127867,20250825141301
740,48.166894,17.127889,20250825141302
741,48.166933,17.127893,20250825141303
742,48.166972,17.127915,20250825141304
743,48.167012,17.127945,20250825141305
744,48.167038,17.127959,20250825141306
745,48.167069,17.127964,20250825141307
746,48.167102,17.127964,20250825141308
747,48.167191,17.127944,20250825141309
748,48.167249,17.127975,20250825141310
749,48.167318,17.127984,20250825141311
750,48.167435,17.128013,20250825141312
751,48.167522,17.128046,20250825141313
752,48.167635,17.128074,20250825141314
753,48.167724,17.128118,20250825141315
754,48.167812,17.128144,20250825141316
755,48.167879,17.128171,20250825141317
756,48.167944,17.128202,20250825141318
757,48.168013,17.128238,20250825141319
758,48.168064,17.128291,20250825141320
759,48.168091,17.128269,20250825141321
760,48.16811,17.128282,20250825141322
761,48.168147,17.128314,20250825141323
762,48.168202,17.128319,20250825141324
763,48.168234,17.128337,20250825141325
764,48.16827,17.128369,20250825141326
765,48.16831,17.1284,20250825141327
766,48.168343,17.128423,20250825141328
767,48.168354,17.128432,20250825141329
768,48.168367,17.12844,20250825141330
769,48.168371,17.128439,20250825141331
770,48.168371,17.128437,20250825141332
771,48.168371,17.128437,20250825141333
772,48.168393,17.128455,20250825141334
773,48.168393,17.128455,20250825141335
774,48.168393,17.128455,20250825141336
775,48.168393,17.128455,20250825141337
776,48.168429,17.128466,20250825141338
777,48.168441,17.128472,20250825141340
778,48.168521,17.128479,20250825141349
779,48.168535,17.128486,20250825141350
780,48.168549,17.128494,20250825141351
781,48.168588,17.128523,20250825141352
782,48.168611,17.128542,20250825141353
783,48.168631,17.128577,20250825141354
784,48.168677,17.128601,20250825141355
785,48.168731,17.128644,20250825141356
786,48.168777,17.128656,20250825141357
787,48.168835,17.128657,20250825141358
788,48.168894,17.128669,20250825141359
789,48.168944,17.12868,20250825141400
790,48.169009,17.128682,20250825141401
791,48.169077,17.12869,20250825141402
792,48.16913,17.128707,20250825141403
793,48.16918,17.128743,20250825141404
794,48.169215,17.128817,20250825141405
795,48.169264,17.128845,20250825141406
796,48.169332,17.128862,20250825141407
797,48.169392,17.128884,20250825141408
798,48.169521,17.128908,20250825141409
799,48.169589,17.128915,20250825141410
800,48.169644,17.128922,20250825141411
801,48.169713,17.128902,20250825141412
802,48.169787,17.128858,20250825141413
803,48.16986,17.12888,20250825141414
804,48.169917,17.128872,20250825141415
805,48.169978,17.128858,20250825141416
806,48.170035,17.128866,20250825141417
807,48.170092,17.128862,20250825141418
808,48.170159,17.128908,20250825141419
809,48.170194,17.128948,20250825141420
810,48.170254,17.128996,20250825141421
811,48.170328,17.129,20250825141422
812,48.170407,17.128972,20250825141423
813,48.170465,17.128959,20250825141424
814,48.170532,17.128971,20250825141425
815,48.170595,17.128999,20250825141426
816,48.170652,17.129022,20250825141427
817,48.170716,17.129027,20250825141428
818,48.170784,17.129051,20250825141429
819,48.170847,17.129078,20250825141430
820,48.170901,17.129077,20250825141431
821,48.170963,17.129074,20250825141432
822,48.171029,17.129074,20250825141433
823,48.171064,17.129139,20250825141434
824,48.171139,17.12916,20250825141435
825,48.17122,17.129172,20250825141436
826,48.171263,17.129157,20250825141437
827,48.171356,17.129184,20250825141438
828,48.171422,17.129188,20250825141439
829,48.171503,17.1292,20250825141440
830,48.17158,17.129231,20250825141441
831,48.171633,17.129232,20250825141442
832,48.171685,17.129241,20250825141443
833,48.17169,17.129337,20250825141444
834,48.171809,17.129341,20250825141445
835,48.171898,17.129362,20250825141446
836,48.171986,17.129398,20250825141447
837,48.172065,17.129419,20250825141448
838,48.172146,17.129425,20250825141449
839,48.172214,17.129439,20250825141450
840,48.172278,17.129483,20250825141451
841,48.172345,17.129399,20250825141452
842,48.172384,17.129517,20250825141453
843,48.172494,17.129503,20250825141454
844,48.172589,17.129499,20250825141455
845,48.172688,17.129525,20250825141456
846,48.172782,17.12958,20250825141457
847,48.172863,17.129608,20250825141458
848,48.17293,17.129607,20250825141459
849,48.172996,17.129635,20250825141500
850,48.173051,17.12964,20250825141501
851,48.17311,17.129641,20250825141502
852,48.173158,17.129651,20250825141503
853,48.173192,17.129716,20250825141504
854,48.173214,17.12977,20250825141505
855,48.173231,17.129833,20250825141506
856,48.173218,17.129922,20250825141507
857,48.173187,17.129995,20250825141508
858,48.173167,17.130067,20250825141509
859,48.173139,17.130125,20250825141510
860,48.173082,17.130192,20250825141511
861,48.17304,17.13027,20250825141512
862,48.172977,17.130339,20250825141513
863,48.172953,17.130422,20250825141514
864,48.172915,17.130508,20250825141515
865,48.172883,17.130595,20250825141516
866,48.172842,17.130675,20250825141517
867,48.172804,17.130759,20250825141518
868,48.172767,17.130872,20250825141519
869,48.172722,17.130947,20250825141520
870,48.172683,17.131035,20250825141521
871,48.17263,17.131108,20250825141522
872,48.172589,17.131208,20250825141523
873,48.172539,17.13131,20250825141524
874,48.172494,17.1314,20250825141525
875,48.172479,17.131481,20250825141526
876,48.172454,17.131578,20250825141527
877,48.172429,17.131659,20250825141528
878,48.172381,17.131718,20250825141529
879,48.172353,17.13181,20250825141530
880,48.172323,17.131922,20250825141531
881,48.172286,17.132018,20250825141532
882,48.17223,17.132118,20250825141533
883,48.1722,17.132223,20250825141534
884,48.172153,17.132313,20250825141535
885,48.172115,17.132389,20250825141536
886,48.172073,17.132488,20250825141537
887,48.172036,17.132585,20250825141538
888,48.172002,17.13267,20250825141539
889,48.17198,17.132747,20250825141540
890,48.171943,17.132847,20250825141541
891,48.171912,17.132939,20250825141542
892,48.171882,17.133033,20250825141543
893,48.171848,17.133124,20250825141544
894,48.171817,17.133213,20250825141546
895,48.171781,17.133307,20250825141547
896,48.171739,17.133392,20250825141548
897,48.171701,17.133489,20250825141549
898,48.171673,17.133592,20250825141550
899,48.171654,17.133703,20250825141551
900,48.171633,17.133803,20250825141552
901,48.171602,17.133898,20250825141553
902,48.171571,17.133996,20250825141554
903,48.171538,17.134087,20250825141555
904,48.171505,17.134183,20250825141556
905,48.171461,17.134277,20250825141557
906,48.171418,17.134366,20250825141558
907,48.171385,17.134461,20250825141559
908,48.171348,17.13455,20250825141600
909,48.171305,17.134639,20250825141601
910,48.171265,17.134729,20250825141602
911,48.17119,17.134913,20250825141603
912,48.171153,17.135006,20250825141604
913,48.171118,17.135096,20250825141605
914,48.171074,17.135193,20250825141606
915,48.171034,17.135284,20250825141607
916,48.170998,17.13538,20250825141608
917,48.170946,17.135478,20250825141609
918,48.170911,17.13557,20250825141610
919,48.170885,17.135668,20250825141611
920,48.170847,17.135765,20250825141612
921,48.170802,17.135863,20250825141613
922,48.170766,17.135954,20250825141614
923,48.170713,17.136049,20250825141615
924,48.170675,17.136141,20250825141616
925,48.170621,17.136226,20250825141617
926,48.170591,17.13632,20250825141618
927,48.170541,17.136428,20250825141619
928,48.170514,17.136524,20250825141620
929,48.170483,17.136604,20250825141621
930,48.170456,17.136702,20250825141622
931,48.170415,17.136791,20250825141623
932,48.17037,17.136886,20250825141624
933,48.170327,17.13697,20250825141625
934,48.170299,17.137061,20250825141626
935,48.170267,17.137142,20250825141627
936,48.17024,17.137241,20250825141628
937,48.170206,17.137328,20250825141629
938,48.170153,17.137419,20250825141630
939,48.170112,17.137499,20250825141631
940,48.170088,17.137592,20250825141632
941,48.170057,17.137677,20250825141633
942,48.170014,17.13777,20250825141634
943,48.169973,17.137862,20250825141635
944,48.169937,17.137951,20250825141636
945,48.169904,17.138041,20250825141637
946,48.169852,17.138126,20250825141638
947,48.169811,17.138212,20250825141639
948,48.169778,17.138299,20250825141640
949,48.169737,17.138379,20250825141641
950,48.169705,17.138465,20250825141642
951,48.169679,17.138547,20250825141643
952,48.16965,17.138623,20250825141644
953,48.169622,17.138696,20250825141645
954,48.169573,17.138766,20250825141646
955,48.169548,17.13883,20250825141647
956,48.169529,17.138894,20250825141648
957,48.169511,17.138966,20250825141649
958,48.169522,17.139007,20250825141650
959,48.16954,17.139049,20250825141651
960,48.169584,17.139099,20250825141652
961,48.169637,17.139087,20250825141653
962,48.169664,17.139143,20250825141654
963,48.169716,17.139206,20250825141655
964,48.169741,17.13931,20250825141656
965,48.169763,17.139411,20250825141657
966,48.169803,17.139496,20250825141658
967,48.169858,17.139566,20250825141659
968,48.169919,17.139646,20250825141700
969,48.169973,17.13972,20250825141701
970,48.170032,17.139788,20250825141702
971,48.170071,17.13985,20250825141703
972,48.170129,17.139905,20250825141704
973,48.170175,17.140007,20250825141705
974,48.170219,17.140069,20250825141706
975,48.170258,17.140116,20250825141707
976,48.170279,17.140177,20250825141708
977,48.170275,17.140236,20250825141709
978,48.17019,17.140287,20250825141710
979,48.170153,17.140308,20250825141711
980,48.170142,17.140351,20250825141712
981,48.17019,17.140332,20250825141713
982,48.170179,17.140373,20250825141714
983,48.170174,17.140395,20250825141715
984,48.170168,17.140417,20250825141716
985,48.170132,17.140421,20250825141717
986,48.170115,17.14043,20250825141718
987,48.170083,17.140466,20250825141719
988,48.170035,17.140462,20250825141720
989,48.169977,17.14046,20250825141721
990,48.169935,17.14045,20250825141722
991,48.169906,17.140446,20250825141723
992,48.169873,17.140451,20250825141724
993,48.169848,17.140456,20250825141725
994,48.169831,17.140475,20250825141726
995,48.169809,17.140522,20250825141727
996,48.169775,17.14052,20250825141728
997,48.169737,17.140488,20250825141729
998,48.169557,17.140575,20250825141730
999,48.169392,17.140668,20250825141731
1000,48.169227,17.14076,20250825141732
1001,48.169062,17.140853,20250825141733
1002,48.16899,17.140887,20250825141734
1003,48.168897,17.140939,20250825141735
1004,48.168827,17.140985,20250825141736
1005,48.168782,17.141025,20250825141737
1006,48.168696,17.141054,20250825141738
1007,48.16863,17.141066,20250825141739
1008,48.168574,17.141098,20250825141740
1009,48.168508,17.141127,20250825141741
1010,48.168426,17.141145,20250825141742
1011,48.168359,17.141171,20250825141743
1012,48.16829,17.141188,20250825141744
1013,48.168226,17.141213,20250825141745
1014,48.168164,17.141235,20250825141746
1015,48.168088,17.14124,20250825141747
1016,48.168035,17.141289,20250825141748
1017,48.16805,17.141482,20250825141749
1018,48.1681,17.141579,20250825141750
1019,48.168125,17.141674,20250825141751
1020,48.16812,17.141659,20250825141752
1021,48.168116,17.14165,20250825141753
1022,48.168111,17.141642,20250825141754
1023,48.168107,17.141633,20250825141755
1024,48.168103,17.141624,20250825141756
1025,48.168157,17.141623,20250825141757
1026,48.168183,17.141641,20250825141758
1027,48.168202,17.141674,20250825141759
1028,48.168215,17.141711,20250825141800
1029,48.16825,17.141745,20250825141801
1030,48.168262,17.141764,20250825141802
1031,48.168277,17.141805,20250825141803
1032,48.16829,17.141847,20250825141804
1033,48.168308,17.141896,20250825141805
1034,48.168341,17.141928,20250825141806
1035,48.168364,17.141972,20250825141807
1036,48.168392,17.142013,20250825141808
1037,48.168418,17.142057,20250825141809
1038,48.168447,17.1421,20250825141810
1039,48.168478,17.142134,20250825141811
1040,48.16851,17.142172,20250825141812
1041,48.168542,17.142206,20250825141813
1042,48.168578,17.142245,20250825141814
1043,48.16861,17.142275,20250825141815
1044,48.168639,17.142311,20250825141816
1045,48.168678,17.142336,20250825141817
1046,48.168718,17.142356,20250825141818
1047,48.168755,17.142396,20250825141819
1048,48.168795,17.142425,20250825141820
1049,48.168842,17.14244,20250825141821
1050,48.168886,17.142451,20250825141822
1051,48.168928,17.142464,20250825141823
1052,48.168969,17.142472,20250825141824
1053,48.169011,17.142476,20250825141825
1054,48.169045,17.142508,20250825141826
1055,48.169084,17.142532,20250825141827
1056,48.169115,17.142558,20250825141828
1057,48.169161,17.142574,20250825141829
1058,48.169197,17.142579,20250825141830
1059,48.169229,17.142587,20250825141831
1060,48.169265,17.142607,20250825141832
1061,48.169276,17.142614,20250825141833
1062,48.169308,17.142613,20250825141834
1063,48.169317,17.142606,20250825141835
1064,48.169337,17.142568,20250825141836
1065,48.169357,17.142536,20250825141837
1066,48.169377,17.142499,20250825141838
1067,48.169385,17.142447,20250825141839
1068,48.169366,17.142385,20250825141840
1069,48.169348,17.142336,20250825141841
1070,48.169333,17.142282,20250825141842
1071,48.169321,17.142221,20250825141843
1072,48.169311,17.142165,20250825141844
1073,48.169306,17.142122,20250825141845
1074,48.169292,17.142084,20250825141846
1075,48.169291,17.14204,20250825141847
1076,48.1693,17.141987,20250825141848
1077,48.169304,17.141971,20250825141849
1078,48.169314,17.141953,20250825141850
1079,48.169331,17.141936,20250825141851
1080,48.169325,17.141952,20250825141852
1081,48.16933,17.141946,20250825141853
1082,48.169333,17.141935,20250825141854
1083,48.169328,17.14195,20250825141855
1084,48.169326,17.141956,20250825141856
1085,48.169327,17.141954,20250825141857
1086,48.169327,17.141952,20250825141858
1087,48.169328,17.141956,20250825141859
1088,48.169327,17.141957,20250825141900
1089,48.169337,17.141954,20250825141901
1090,48.169334,17.141944,20250825141902
1091,48.16933,17.141944,20250825141903
1092,48.16933,17.141944,20250825141904
